sentence,relation,head,tail,head_offset,tail_offset
平衡具有排序属性,b-attr,排序,平衡,4,0
栈内存与克鲁斯卡尔算法具有相反的作用,anto,栈内存,克鲁斯卡尔算法,0,4
弗洛伊德算法依赖于顺序查找,b-rely,顺序查找,弗洛伊德算法,9,0
交换排序是递归复杂度的组成部分,belg,递归复杂度,交换排序,5,0
树的节点包含分割,b-belg,分割,树的节点,6,0
弗洛伊德算法依赖于顺序存储,rely,弗洛伊德算法,顺序存储,0,9
平衡因子是堆的组成部分,b-belg,平衡因子,堆,0,5
队列具有有序序列属性,attr,队列,有序序列,0,4
状态转移由二项堆等部分构成,belg,状态转移,二项堆,0,5
AVL树具有满二叉树属性,attr,AVL树,满二叉树,0,6
多路归并表现出分支限界的特性,attr,多路归并,分支限界,0,7
势能方法需要使用邻接矩阵,rely,势能方法,邻接矩阵,0,8
初始化需要使用物理结构,b-rely,物理结构,初始化,7,0
最优子结构和二项堆是同义概念,syno,最优子结构,二项堆,0,6
最优子结构是深度优先搜索的重要属性,attr,深度优先搜索,最优子结构,6,0
优先队列需要使用路径,b-rely,路径,优先队列,8,0
循环链表包含Θ记号,b-belg,Θ记号,循环链表,6,0
索引存储需要使用稀疏图,b-rely,稀疏图,索引存储,8,0
垃圾回收需要使用逻辑结构,rely,垃圾回收,逻辑结构,0,8
在数据结构中，哈希函数和左子树表示相同的概念,syno,哈希函数,左子树,7,12
算法的确定性与不稳定排序具有相同的含义,syno,算法的确定性,不稳定排序,0,7
在基数排序中包含了生成森林,b-belg,生成森林,基数排序,9,1
平衡二叉树包含旋转,b-belg,旋转,平衡二叉树,7,0
入度与动态数组具有相同的含义,syno,入度,动态数组,0,3
在有向图中包含了穷举法,b-belg,穷举法,有向图,8,1
扩容依赖于邻接多重表,b-rely,邻接多重表,扩容,5,0
在动态规划中包含了递推,belg,动态规划,递推,1,9
树的节点的实现基于堆排序,rely,树的节点,堆排序,0,9
无向图表现出堆的特性,attr,无向图,堆,0,6
比较排序是散列表的组成部分,b-belg,比较排序,散列表,0,5
查找表现出层序遍历的特性,b-attr,层序遍历,查找,5,0
在聚合分析中包含了平衡因子,belg,聚合分析,平衡因子,1,9
随机访问需要使用稳定排序,rely,随机访问,稳定排序,0,8
B树的实现基于布隆过滤器,rely,B树,布隆过滤器,0,7
顺序访问是优先队列的组成部分,b-belg,顺序访问,优先队列,0,5
原地排序与层序遍历具有相同的含义,syno,原地排序,层序遍历,0,5
在内存回收中包含了遍历,b-belg,遍历,内存回收,9,1
实现内存池时需要依赖强连通图,rely,内存池,强连通图,2,10
递归具有记忆化搜索属性,attr,递归,记忆化搜索,0,4
动态查找是循环链表的组成部分,belg,循环链表,动态查找,5,0
静态数组是强连通分量的重要属性,attr,强连通分量,静态数组,5,0
渐近复杂度包含回路,b-belg,回路,渐近复杂度,7,0
在数据结构中，算法的可行性和内存回收表示相同的概念,syno,算法的可行性,内存回收,7,14
在入栈中包含了前缀树,belg,入栈,前缀树,1,7
后缀树的实现基于静态内存,rely,后缀树,静态内存,0,8
随机访问包含边表,belg,随机访问,边表,0,6
线段树与递归具有相反的作用,anto,线段树,递归,0,4
原地排序是前缀树的组成部分,belg,前缀树,原地排序,5,0
平均情况包含动态规划入门,belg,平均情况,动态规划入门,0,6
排序算法稳定性与散列表具有相同的含义,syno,排序算法稳定性,散列表,0,8
Kruskal算法的实现基于堆排序,b-rely,堆排序,Kruskal算法,14,0
Floyd算法等同于大根堆,syno,Floyd算法,大根堆,0,10
贪心策略与回溯法具有相反的作用,anto,贪心策略,回溯法,0,5
哈希表与边具有相同的含义,syno,哈希表,边,0,4
回路的实现基于Kruskal算法,b-rely,Kruskal算法,回路,7,0
小根堆由边的权重等部分构成,b-belg,边的权重,小根堆,4,0
在数据结构中，根节点和桶排序表示相同的概念,syno,根节点,桶排序,7,11
实现满二叉树时需要依赖销毁,rely,满二叉树,销毁,2,11
双向队列需要使用引用计数,b-rely,引用计数,双向队列,8,0
在算法中，连通分量和字符串执行相反的功能,anto,连通分量,字符串,5,10
指针表现出负权回路的特性,b-attr,负权回路,指针,5,0
实现多路归并时需要依赖开放寻址,b-rely,开放寻址,多路归并,11,2
冒泡排序由按秩合并等部分构成,belg,冒泡排序,按秩合并,0,5
渐近复杂度依赖于有序表,b-rely,有序表,渐近复杂度,8,0
实现快速排序时需要依赖循环链表,b-rely,循环链表,快速排序,11,2
时间复杂度由强连通图等部分构成,belg,时间复杂度,强连通图,0,6
布隆过滤器是前缀树的重要属性,b-attr,布隆过滤器,前缀树,0,6
记忆化搜索需要使用时间复杂度,b-rely,时间复杂度,记忆化搜索,9,0
栈包含最长路径,belg,栈,最长路径,0,3
内存回收表现出索引存储的特性,b-attr,索引存储,内存回收,7,0
在数据结构中，树和哈希函数表示相同的概念,syno,树,哈希函数,7,9
多路归并的特征是树,b-attr,树,多路归并,8,0
实现顺序存储时需要依赖迪杰斯特拉算法,b-rely,迪杰斯特拉算法,顺序存储,11,2
在算法中，AC自动机和深度优先搜索执行相反的功能,anto,AC自动机,深度优先搜索,5,11
在数据结构中，冒泡排序和负权边表示相同的概念,syno,冒泡排序,负权边,7,12
平衡的实现基于堆内存,b-rely,堆内存,平衡,7,0
平均情况包含对象池,b-belg,对象池,平均情况,6,0
散列文件需要使用迭代,rely,散列文件,迭代,0,8
稀疏图与小根堆具有相反的作用,anto,稀疏图,小根堆,0,4
在生成森林中包含了非线性结构,belg,生成森林,非线性结构,1,9
双向队列的实现基于Kruskal算法,b-rely,Kruskal算法,双向队列,9,0
归并排序与LFU缓存具有相同的含义,syno,归并排序,LFU缓存,0,5
强连通图是扩容的重要属性,b-attr,强连通图,扩容,0,5
递归复杂度依赖于树的高度,b-rely,树的高度,递归复杂度,8,0
平衡和折半查找是同义概念,syno,平衡,折半查找,0,3
线段树具有递归基础属性,attr,线段树,递归基础,0,5
单链表需要使用优先队列,rely,单链表,优先队列,0,7
基数排序是栈内存的组成部分,belg,栈内存,基数排序,5,0
线性查找由AOV 网等部分构成,b-belg,AOV 网,线性查找,5,0
递推的实现基于记忆化搜索,b-rely,记忆化搜索,递推,7,0
合并的实现基于堆内存,rely,合并,堆内存,0,7
在分支限界中包含了迪杰斯特拉算法,belg,分支限界,迪杰斯特拉算法,1,9
内部排序需要使用树状数组,b-rely,树状数组,内部排序,8,0
平衡需要使用循环队列,rely,平衡,循环队列,0,6
线性查找由算法步骤等部分构成,b-belg,算法步骤,线性查找,5,0
旋转是不相交集合的重要属性,b-attr,旋转,不相交集合,0,3
有序序列由表长等部分构成,b-belg,表长,有序序列,5,0
在后缀数组中包含了生成森林,b-belg,生成森林,后缀数组,9,1
扩容的特征是红黑树,b-attr,红黑树,扩容,6,0
操作效率的实现基于跳跃表,b-rely,跳跃表,操作效率,9,0
实现排序时需要依赖递归,rely,排序,递归,2,9
左子树的特征是回溯算法,b-attr,回溯算法,左子树,7,0
实现并查集时需要依赖树的节点,b-rely,树的节点,并查集,10,2
回溯法与AC自动机具有相同的含义,syno,回溯法,AC自动机,0,4
哈希查找的特征是平衡因子,attr,哈希查找,平衡因子,0,8
原地排序表现出逻辑结构的特性,b-attr,逻辑结构,原地排序,7,0
在算法中，二分查找和度执行相反的功能,anto,二分查找,度,5,10
中序遍历依赖于函数式数据结构,rely,中序遍历,函数式数据结构,0,7
二项堆是Floyd算法的重要属性,b-attr,二项堆,Floyd算法,0,4
贪心策略依赖于堆排序,rely,贪心策略,堆排序,0,7
分割和迪杰斯特拉算法是相反的操作,anto,分割,迪杰斯特拉算法,0,3
连通图与非线性结构具有相反的作用,anto,连通图,非线性结构,0,4
在散列文件中包含了路径压缩,belg,散列文件,路径压缩,1,9
在无序表中包含了指数查找,b-belg,指数查找,无序表,8,1
在头节点中包含了指数查找,belg,头节点,指数查找,1,8
动态查找需要使用入队,b-rely,入队,动态查找,8,0
不相交集合由扩容等部分构成,belg,不相交集合,扩容,0,6
多路归并依赖于不稳定排序,b-rely,不稳定排序,多路归并,7,0
分块查找是满二叉树的重要属性,b-attr,分块查找,满二叉树,0,5
映射和随机访问是相反的操作,anto,映射,随机访问,0,3
实现迭代时需要依赖直接插入排序,b-rely,直接插入排序,迭代,9,2
遍历是平衡因子的组成部分,belg,平衡因子,遍历,3,0
生成森林的实现基于树的度,b-rely,树的度,生成森林,9,0
负权边是顺序访问的组成部分,belg,顺序访问,负权边,4,0
内存池具有平衡属性,b-attr,平衡,内存池,5,0
查找成功需要使用开放寻址,rely,查找成功,开放寻址,0,8
遍历是二分查找的重要属性,attr,二分查找,遍历,3,0
分治需要使用渐近复杂度,b-rely,渐近复杂度,分治,6,0
平均情况等同于图的顶点,syno,平均情况,图的顶点,0,7
实现边的权重时需要依赖负权回路,rely,边的权重,负权回路,2,11
初始化表现出Dijkstra算法的特性,attr,初始化,Dijkstra算法,0,6
后缀数组的特征是Bellman-Ford算法,b-attr,Bellman-Ford算法,后缀数组,8,0
跳跃表具有对象池属性,b-attr,对象池,跳跃表,5,0
右子树表现出B树的特性,b-attr,B树,右子树,6,0
在访问中包含了普里姆算法,belg,访问,普里姆算法,1,7
顺序访问等同于最短路径,syno,顺序访问,最短路径,0,7
链表的特征是内存回收,b-attr,内存回收,链表,6,0
穷举法的实现基于完全二叉树,b-rely,完全二叉树,穷举法,8,0
静态内存包含查找成功,belg,静态内存,查找成功,0,6
在算法中，线性结构和叶子节点执行相反的功能,anto,线性结构,叶子节点,5,10
缩容是队列的组成部分,belg,队列,缩容,3,0
内存分配与后继节点具有相反的作用,anto,内存分配,后继节点,0,5
算法的确定性的实现基于非比较排序,b-rely,非比较排序,算法的确定性,11,0
入队等同于数组,syno,入队,数组,0,5
有向图需要使用链表节点,rely,有向图,链表节点,0,7
度具有生成森林属性,b-attr,生成森林,度,3,0
子节点表现出多路归并的特性,attr,子节点,多路归并,0,6
在数据结构中，内部排序和不相交集合表示相同的概念,syno,内部排序,不相交集合,7,12
哈希查找表现出引用计数的特性,attr,哈希查找,引用计数,0,7
顶点度数是访问的组成部分,belg,访问,顶点度数,5,0
选择排序具有交换排序属性,attr,选择排序,交换排序,0,6
边与二叉树具有相反的作用,anto,边,二叉树,0,2
实现抽象数据类型时需要依赖非线性结构,b-rely,非线性结构,抽象数据类型,13,2
选择排序等同于散列表,syno,选择排序,散列表,0,7
在全局最优中包含了二叉搜索树,b-belg,二叉搜索树,全局最优,9,1
连通分量是缩容的重要属性,attr,缩容,连通分量,5,0
出队是基数排序的组成部分,b-belg,出队,基数排序,0,3
顶点表现出算法的有穷性的特性,b-attr,算法的有穷性,顶点,5,0
迭代表现出垃圾回收的特性,attr,迭代,垃圾回收,0,5
线段树由空表等部分构成,b-belg,空表,线段树,4,0
引用是表尾的重要属性,b-attr,引用,表尾,0,3
在可持久化数据结构中包含了AVL树,b-belg,AVL树,可持久化数据结构,13,1
插入排序包含层序遍历,belg,插入排序,层序遍历,0,6
动态数组与查找具有相反的作用,anto,动态数组,查找,0,5
环的实现基于记忆化搜索,rely,环,记忆化搜索,0,6
后缀树具有Θ记号属性,attr,后缀树,Θ记号,0,5
实现无序表时需要依赖局部最优,rely,无序表,局部最优,2,10
在连通图中包含了边,belg,连通图,边,1,8
贪心策略的实现基于生成森林,rely,贪心策略,生成森林,0,9
实现AOV网时需要依赖渐近复杂度,rely,AOV网,渐近复杂度,2,11
静态数组具有桶排序属性,attr,静态数组,桶排序,0,6
静态内存等同于引用,syno,静态内存,引用,0,7
小根堆包含边的权重,b-belg,边的权重,小根堆,5,0
线性查找需要使用不相交集合,b-rely,不相交集合,线性查找,8,0
全局最优表现出树的节点的特性,b-attr,树的节点,全局最优,7,0
位序包含开放寻址,belg,位序,开放寻址,0,4
实现位序时需要依赖平衡,rely,位序,平衡,2,9
边表由Floyd算法等部分构成,b-belg,Floyd算法,边表,3,0
在数据结构中，线性表和斐波那契堆表示相同的概念,syno,线性表,斐波那契堆,7,11
哈希表是渐近复杂度的组成部分,b-belg,哈希表,渐近复杂度,0,4
贪心是动态查找的组成部分,b-belg,贪心,动态查找,0,3
递推和负权回路是相反的操作,anto,递推,负权回路,0,3
关键路径和引用计数是对立的概念,anto,关键路径,引用计数,0,5
分块查找包含稳定性,b-belg,稳定性,分块查找,6,0
在散列表中包含了负权回路,belg,散列表,负权回路,1,8
循环队列的实现基于邻接矩阵,b-rely,邻接矩阵,循环队列,9,0
回路由表头等部分构成,belg,回路,表头,0,3
环具有合并属性,b-attr,合并,环,3,0
实现子节点时需要依赖负权边,rely,子节点,负权边,2,10
